48.823460;2.273130;1
48.823490;2.273110;11
48.823660;2.273000;11
48.823840;2.272870;11
48.823860;2.272870;1
48.823930;2.272830;1
48.824130;2.273410;11
48.824220;2.273620;1
48.824340;2.273580;9
48.826830;2.278980;8
48.832250;2.287880;8
48.837140;2.296410;8
48.839440;2.301090;6
48.841420;2.308010;10
48.842830;2.312680;4
48.842830;2.312670;12
48.842020;2.313310;12
48.842020;2.313310;11
48.842010;2.313300;7
48.841870;2.321240;7
48.840570;2.326420;6
48.838880;2.330690;6
48.834000;2.333250;6
48.832990;2.336700;9
48.830860;2.344560;10
48.829600;2.349380;5
48.831110;2.355810;8
48.832880;2.361920;9
48.834580;2.366950;7
48.837610;2.373870;9
48.840190;2.379490;6
48.838870;2.389360;7
48.839370;2.395800;11
48.839380;2.395810;8
48.839680;2.395600;11
48.839680;2.395600;11
48.839680;2.395600;3
48.836990;2.402930;8
48.835490;2.406200;6
48.832660;2.400480;6
48.825630;2.407420;7
48.821490;2.413870;7
48.815070;2.421650;6
48.808220;2.436290;7
48.802500;2.446200;5
48.796600;2.449550;7
48.789720;2.450850;11
48.789730;2.450860;10
48.789740;2.450820;1
48.789760;2.450850;12
48.789810;2.450950;1
48.789870;2.451060;12
48.789890;2.451090;10
48.790040;2.451510;9
48.790060;2.451590;12
48.790080;2.451700;11
48.790090;2.451830;8
48.790080;2.452010;12
48.790080;2.452060;11
48.790060;2.452130;12
48.790060;2.452150;12
48.790050;2.452190;9
48.790010;2.452260;11
48.789980;2.452290;11
48.789830;2.452430;1
48.789980;2.452550;10
48.790130;2.452700;11
48.790240;2.452820;11
48.790350;2.452940;9
48.790470;2.453110;11
48.790500;2.453150;11
48.790550;2.453260;1
48.790480;2.453320;12
48.790390;2.453390;8
48.790330;2.453280;11
48.790300;2.453240;11
48.790180;2.453080;9
48.790090;2.452980;11
48.789850;2.452740;11
48.789750;2.452650;11
48.789660;2.452570;7
48.789370;2.452890;10
48.789340;2.452950;11
48.789310;2.453010;8
48.789310;2.453120;11
48.789310;2.453390;1